City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
378,eyl,SO,7.98,49.82,75.88,71,60,23.33,broken clouds
379,augusto correa,BR,-1.02,-46.63,76.57,89,76,5.77,moderate rain
380,xinzhou,CN,38.41,112.73,62.06,89,56,3.06,broken clouds
381,paamiut,GL,61.99,-49.67,42.42,89,3,4.59,clear sky
382,palauig,PH,15.44,119.9,81.21,78,77,6.53,broken clouds
383,iwanai,JP,42.97,140.51,68.77,73,45,5.48,scattered clouds
384,dongsheng,CN,39.82,109.98,56.59,89,1,7.61,clear sky
385,whitehorse,CA,60.72,-135.05,61.0,72,90,4.7,overcast clouds
386,nome,US,64.5,-165.41,53.6,93,90,10.29,light rain
387,codrington,AG,-38.27,141.97,43.38,83,79,5.82,broken clouds
388,las margaritas,MX,16.32,-91.98,66.33,93,98,1.68,moderate rain
389,bismarck,US,46.81,-100.78,82.4,39,1,14.99,clear sky
390,ilam,NP,26.92,87.92,65.88,91,7,2.33,clear sky
391,calamar,CO,10.25,-74.91,82.4,100,75,2.24,light intensity drizzle
392,sohbatpur,PK,28.52,68.54,95.92,38,0,6.11,clear sky
393,dunedin,NZ,-45.87,170.5,48.99,95,100,1.99,overcast clouds
394,ilulissat,GL,69.22,-51.1,44.6,65,0,4.7,clear sky
395,provideniya,RU,64.38,-173.3,51.8,81,90,2.24,light intensity drizzle
396,walvis bay,NA,-22.96,14.51,53.01,93,0,5.82,clear sky
397,horta,PT,38.53,-28.63,73.38,88,6,10.78,clear sky
398,la palma,PA,33.85,-118.05,96.01,46,1,5.82,clear sky
399,sokolo,ML,14.73,-6.12,83.97,56,38,7.92,scattered clouds
400,gualeguay,AR,-33.14,-59.31,56.73,73,0,8.99,clear sky
401,takoradi,GH,4.88,-1.76,74.07,89,11,7.78,few clouds
402,fukue,JP,32.69,128.84,82.45,78,4,9.31,clear sky
403,bayburt,TR,40.26,40.23,47.8,77,0,2.62,clear sky
404,shumskiy,RU,54.83,99.13,50.68,82,95,3.02,overcast clouds
405,shelburne,CA,44.08,-80.2,87.8,43,1,9.17,clear sky
406,excelsior springs,US,39.34,-94.23,95.0,41,1,4.7,clear sky
407,nchelenge,ZM,-9.35,28.73,73.96,49,72,6.33,broken clouds
408,egvekinot,RU,66.32,-179.17,48.74,87,98,1.16,overcast clouds
409,san patricio,MX,19.22,-104.7,89.6,66,40,11.41,scattered clouds
410,melfi,TD,41.0,15.65,79.0,78,5,3.36,clear sky
411,ketchikan,US,55.34,-131.65,57.2,100,90,9.17,light rain
412,piombino,IT,42.93,10.52,79.0,71,0,12.95,clear sky
413,abu samrah,QA,35.3,37.18,69.64,41,0,4.5,clear sky
414,ust-nera,RU,64.57,143.2,41.67,62,99,6.42,overcast clouds
415,cilegon,ID,-6.02,106.05,77.0,83,20,4.7,haze
416,krasnoselkup,RU,65.7,82.47,49.01,91,97,1.21,overcast clouds
417,quelimane,MZ,-17.88,36.89,64.35,85,1,2.26,clear sky
418,aksu,CN,41.12,80.26,74.01,35,0,1.83,clear sky
419,pangoa,PE,-12.12,-73.0,75.16,61,0,2.19,clear sky
420,fairbanks,US,64.84,-147.72,66.2,63,90,4.7,overcast clouds
421,lamar,US,33.67,-95.58,96.01,38,20,4.7,few clouds
422,kuusamo,FI,65.97,29.18,57.2,87,75,11.41,broken clouds
423,ukiah,US,39.15,-123.21,98.01,19,75,11.41,haze
424,kloulklubed,PW,7.04,134.26,78.8,83,75,4.7,broken clouds
425,bandar-e anzali,IR,37.47,49.46,62.6,100,90,11.41,light rain
426,frontera,MX,26.93,-101.45,98.01,21,75,4.7,broken clouds
427,zhigalovo,RU,54.81,105.16,52.16,91,99,2.62,overcast clouds
428,kieta,PG,-6.22,155.63,79.07,78,100,3.62,overcast clouds
429,wageningen,SR,51.97,5.67,63.0,93,90,2.24,overcast clouds
430,praia,CV,14.92,-23.51,82.4,78,75,5.82,broken clouds
431,la pila,MX,22.05,-100.87,75.2,36,20,16.11,few clouds
432,pisco,PE,-13.7,-76.22,62.6,77,90,4.7,overcast clouds
433,taltal,CL,-25.4,-70.48,55.36,69,31,1.99,scattered clouds
434,camana,PE,-16.62,-72.71,60.24,74,66,3.36,broken clouds
435,gizo,SB,-8.1,156.84,80.8,78,100,12.33,overcast clouds
436,sola,VU,-13.88,167.55,81.27,82,77,9.19,light rain
437,xining,CN,36.62,101.77,52.18,80,18,2.28,few clouds
438,hoquiam,US,46.98,-123.89,69.01,68,1,12.75,clear sky
439,kartaly,RU,53.05,60.65,50.7,87,61,6.49,broken clouds
440,leningradskiy,RU,69.38,178.42,44.55,85,98,12.86,overcast clouds
441,dawlatabad,AF,36.41,64.91,80.31,16,0,10.71,clear sky
442,kibaya,TZ,-5.3,36.57,59.07,87,45,9.62,scattered clouds
443,bereda,SO,43.27,-7.54,61.0,98,8,5.01,clear sky
444,vinh,VN,18.67,105.67,80.04,77,59,4.92,broken clouds
445,nianzishan,CN,47.52,122.88,62.67,87,100,2.33,overcast clouds
446,grand baie,MU,-20.02,57.58,71.01,75,27,8.99,scattered clouds
447,ashland,US,40.82,-82.27,86.0,48,20,10.29,few clouds
448,kenora,CA,49.82,-94.43,75.2,69,75,4.7,broken clouds
449,freeport,BS,40.66,-73.58,82.0,69,20,12.75,few clouds
450,zarautz,ES,43.28,-2.17,68.0,82,75,3.36,broken clouds
451,balkanabat,TM,39.51,54.37,73.71,43,86,13.87,overcast clouds
452,narva-joesuu,EE,59.46,28.04,62.76,83,71,12.77,broken clouds
453,havoysund,NO,71.0,24.66,53.6,87,75,10.29,broken clouds
454,acaponeta,MX,22.5,-105.36,91.47,63,60,6.64,light rain
455,santa rosa,CO,14.31,121.11,82.0,88,100,2.24,overcast clouds
456,kidal,ML,18.44,1.41,92.01,35,94,4.61,light rain
457,maria aurora,PH,15.8,121.47,76.41,78,99,4.47,overcast clouds
458,bow island,CA,49.87,-111.37,84.2,21,20,6.93,few clouds
459,sambava,MG,-14.27,50.17,68.72,85,86,11.1,overcast clouds
460,solnechnyy,RU,50.72,136.63,58.19,88,100,2.48,overcast clouds
461,plettenberg bay,ZA,-34.05,23.37,57.13,79,100,5.73,overcast clouds
462,urumqi,CN,43.8,87.6,71.6,43,5,4.47,clear sky
463,nabire,ID,-3.37,135.48,75.15,85,99,2.75,overcast clouds
464,ikom,NG,5.97,8.71,72.86,97,100,2.21,moderate rain
465,pontianak,ID,-0.03,109.33,75.42,92,82,2.1,light rain
466,mufulira,ZM,-12.55,28.24,56.73,64,47,5.12,scattered clouds
467,strezhevoy,RU,60.73,77.59,53.6,93,40,4.47,scattered clouds
468,adrar,DZ,20.5,-10.07,100.42,17,11,11.01,few clouds
469,petit goave,HT,18.43,-72.87,77.0,88,90,16.11,overcast clouds
470,demirci,TR,39.05,28.66,63.97,68,0,6.44,clear sky
471,homer,US,59.64,-151.55,57.2,87,90,13.87,overcast clouds
472,miles city,US,46.41,-105.84,87.8,16,1,11.41,clear sky
473,padang,ID,-0.95,100.35,78.22,71,94,4.36,overcast clouds
474,yumen,CN,40.28,97.2,63.52,29,19,4.36,few clouds
475,port hardy,CA,50.7,-127.42,57.2,87,75,3.36,broken clouds
476,liberty,US,31.83,-81.5,84.2,70,40,6.93,scattered clouds
477,rocha,UY,-34.48,-54.33,50.22,89,0,7.4,clear sky
478,oeiras,BR,-7.03,-42.13,84.51,28,69,5.19,broken clouds
479,sonder bjert,DK,55.45,9.57,57.2,87,98,8.05,overcast clouds
480,kaeo,NZ,-35.1,173.78,59.0,3,73,11.99,light rain
481,anito,PH,12.45,125.29,77.85,88,1,4.32,clear sky
482,hervey bay,AU,-25.3,152.85,48.2,52,0,1.12,clear sky
483,norton,ZW,-17.88,30.7,55.78,53,40,5.95,scattered clouds
484,honiara,SB,-9.43,159.95,75.2,94,90,2.24,overcast clouds
485,cayenne,GF,4.93,-52.33,77.0,94,30,11.48,scattered clouds
486,leshukonskoye,RU,64.9,45.76,57.87,94,100,9.37,light rain
487,kipushi,CD,-11.77,27.23,56.34,66,32,4.16,scattered clouds
488,jatiroto,ID,-7.88,111.12,70.41,84,14,2.55,few clouds
489,san giovanni in persiceto,IT,44.64,11.18,73.0,94,40,5.82,moderate rain
490,coronado,US,32.69,-117.18,91.0,62,40,9.17,scattered clouds
491,sinnamary,GF,5.38,-52.95,80.82,80,46,10.33,scattered clouds
492,talhar,PK,24.88,68.82,83.12,83,100,16.53,overcast clouds
493,soddy-daisy,US,35.24,-85.19,82.0,78,62,1.01,light rain
494,maryborough,AU,-25.53,152.7,53.01,48,0,3.87,clear sky
495,alakurtti,RU,66.97,30.35,55.99,90,79,1.99,broken clouds
496,kalmunai,LK,7.42,81.82,78.76,79,5,9.73,clear sky
497,lao cai,VN,22.48,103.95,75.42,82,18,1.52,few clouds
498,kenai,US,60.55,-151.26,62.6,77,90,19.46,overcast clouds
499,ngunguru,NZ,-35.62,174.5,59.0,3,40,11.99,scattered clouds
500,setermoen,NO,68.86,18.35,50.0,93,75,17.22,shower rain
501,omsukchan,RU,62.53,155.8,35.17,87,99,6.82,overcast clouds
502,encruzilhada,BR,-15.53,-40.91,64.49,82,95,7.7,overcast clouds
503,mound,US,44.94,-93.67,90.0,56,0,1.01,clear sky
504,hwange,ZW,-18.37,26.5,59.36,69,40,1.77,scattered clouds
505,kretinga,LT,55.88,21.25,66.2,72,40,8.05,scattered clouds
506,flinders,AU,-34.58,150.86,50.0,61,0,11.01,clear sky
507,nongan,CN,44.38,125.17,69.8,77,75,6.71,light rain
508,ballina,IE,-28.87,153.57,53.01,54,0,12.75,clear sky
509,khorramshahr,IR,30.44,48.17,95.0,30,0,6.93,clear sky
510,mabaruma,GY,8.2,-59.78,79.57,81,51,3.33,light rain
511,olga,RU,43.74,135.29,65.25,89,89,0.74,overcast clouds
512,hvide sande,DK,56.0,8.13,60.01,75,89,1.99,light rain
513,waingapu,ID,-9.66,120.26,73.22,83,37,6.15,scattered clouds
514,ous,RU,60.91,61.52,46.92,88,0,4.29,clear sky
515,gillette,US,44.29,-105.5,89.6,21,1,6.93,clear sky
516,fundao,PT,-19.93,-40.4,72.0,68,56,13.87,broken clouds
517,presidencia roque saenz pena,AR,-26.79,-60.44,64.02,47,37,5.48,scattered clouds
518,teya,RU,60.38,92.63,48.6,88,64,2.15,broken clouds
519,ulaangom,MN,49.98,92.07,54.91,62,100,2.95,overcast clouds
520,loiza,US,18.43,-65.88,86.0,79,75,13.87,broken clouds
521,warkworth,NZ,-36.4,174.67,57.99,90,89,1.99,overcast clouds
522,san andres,CO,12.58,-81.7,86.0,74,20,5.82,few clouds
523,thaba-tseka,LS,-29.52,28.61,43.07,50,0,4.56,clear sky
524,husavik,IS,66.04,-17.34,48.2,76,74,8.05,broken clouds
525,piacabucu,BR,-10.41,-36.43,73.29,81,13,7.07,few clouds
526,lerwick,GB,60.15,-1.15,50.0,81,83,8.05,broken clouds
527,enumclaw,US,47.2,-121.99,77.0,50,4,1.01,clear sky
528,lakatoro,VU,-16.1,167.42,78.8,83,75,6.91,broken clouds
529,guerrero negro,MX,27.98,-114.06,85.53,44,21,20.15,few clouds
530,batie,BF,9.88,-2.92,74.66,82,4,4.07,clear sky
531,cotonou,BJ,6.37,2.42,75.2,94,20,10.29,few clouds
532,dapaong,TG,10.86,0.2,73.63,90,56,5.77,broken clouds
533,pemangkat,ID,1.17,108.97,75.87,93,100,5.03,overcast clouds
534,quatre cocos,MU,-20.21,57.76,71.01,77,75,13.87,shower rain
535,jiutai,CN,44.15,125.83,69.8,77,75,6.71,light rain
536,burgeo,CA,47.62,-57.62,62.87,80,5,16.04,clear sky
537,okha,RU,53.57,142.95,55.98,79,3,1.97,clear sky
538,taoudenni,ML,22.68,-3.98,104.76,8,0,15.14,clear sky
539,karasburg,NA,-28.02,18.75,56.88,35,0,1.36,clear sky
540,dauphin,CA,51.15,-100.05,78.8,31,1,8.05,clear sky
541,mikuni,JP,36.22,136.15,75.2,88,40,4.7,scattered clouds
542,dordrecht,ZA,51.81,4.67,64.0,80,72,7.0,broken clouds
543,tiarei,PF,-17.53,-149.33,82.4,61,20,6.93,few clouds
544,rio verde de mato grosso,BR,-18.92,-54.84,78.55,38,0,2.48,clear sky
545,livingston,US,55.9,-3.52,55.0,93,90,4.7,overcast clouds
546,bar harbor,US,44.39,-68.2,72.0,93,90,8.05,overcast clouds
547,san pedro,AR,14.35,121.02,82.0,88,100,2.24,overcast clouds
548,wamba,CD,8.93,8.6,70.45,89,100,3.33,overcast clouds
549,srednekolymsk,RU,67.45,153.68,37.92,78,100,11.16,overcast clouds
550,makakilo city,US,21.35,-158.09,89.6,52,75,11.41,broken clouds
551,abha,SA,18.22,42.51,71.6,77,60,4.94,broken clouds
552,luderitz,NA,-26.65,15.16,57.88,74,0,8.63,clear sky
553,anadyr,RU,64.75,177.48,53.6,87,40,4.47,light rain
554,daru,PG,-9.08,143.21,76.87,74,100,13.71,overcast clouds
555,riyadh,SA,24.69,46.72,95.0,15,48,5.82,scattered clouds
556,lazaro cardenas,MX,17.96,-102.2,84.83,74,43,7.16,scattered clouds
557,vrangel,RU,42.73,133.08,68.4,90,64,4.68,broken clouds
558,palasbari,IN,26.14,91.55,78.31,88,88,3.06,overcast clouds
559,kyren,RU,51.68,102.14,47.01,76,3,1.72,clear sky
560,goldap,PL,54.31,22.3,60.37,85,39,5.99,scattered clouds
561,viedma,AR,-40.81,-63.0,64.0,33,97,4.0,overcast clouds
562,chelno-vershiny,RU,54.43,51.1,55.26,93,0,3.44,clear sky
563,cururupu,BR,-1.83,-44.87,75.78,89,51,3.71,broken clouds
564,cambuga,PH,13.62,122.45,77.27,89,100,1.1,overcast clouds
565,burnie,AU,-41.07,145.92,48.0,65,79,8.99,broken clouds
566,zhangjiakou,CN,40.81,114.88,60.39,83,79,6.04,broken clouds
567,lisakovsk,KZ,52.54,62.49,52.41,87,0,6.76,clear sky
568,juneau,US,58.3,-134.42,57.99,93,90,5.82,fog
569,morro bay,US,35.37,-120.85,84.0,61,87,1.99,overcast clouds
570,hanyang,CN,32.14,105.51,64.0,71,99,17.0,overcast clouds
571,koidu,SL,8.42,-10.83,72.14,96,100,3.83,light rain
572,beira,MZ,-19.84,34.84,62.6,93,5,6.93,clear sky
573,ruwi,OM,23.6,58.55,84.2,83,100,3.36,overcast clouds
574,shiyan,CN,32.65,110.78,74.43,86,100,5.37,overcast clouds
575,smithers,CA,54.78,-127.17,62.6,55,75,4.7,broken clouds
576,blumberg,DE,47.84,8.53,57.99,76,11,1.99,few clouds
577,kamaishi,JP,39.27,141.88,74.91,80,99,3.94,overcast clouds
578,katete,ZM,-0.78,29.75,66.54,83,97,2.13,light rain
579,pachino,IT,36.72,15.09,80.01,67,0,6.73,clear sky
580,fontenay-le-comte,FR,46.58,-1.0,66.2,87,94,3.36,overcast clouds
581,baoning,CN,25.34,110.03,75.2,100,20,2.39,mist
582,mareeba,AU,-17.0,145.43,60.8,77,36,1.12,scattered clouds
583,rundu,NA,-17.93,19.77,61.25,41,0,5.7,clear sky
584,atar,MR,20.52,-13.05,100.08,24,38,9.86,scattered clouds
585,krutinka,RU,56.01,71.51,49.57,95,86,8.21,overcast clouds
586,saint george,BM,37.1,-113.58,105.01,18,1,4.7,clear sky
587,rafai,CF,4.95,23.92,68.29,96,100,1.86,overcast clouds
588,tezu,IN,27.92,96.17,75.65,81,99,2.82,overcast clouds
589,kokoda,PG,-8.88,147.74,77.05,58,96,0.58,overcast clouds
590,conceicao da barra,BR,-18.59,-39.73,65.46,83,100,7.47,overcast clouds
591,helena,US,46.59,-112.04,89.6,18,1,9.17,clear sky
592,zhuhai,CN,22.28,113.57,84.2,88,20,3.36,few clouds
593,zhanaozen,KZ,43.3,52.8,67.48,39,100,8.9,overcast clouds
594,sioux lookout,CA,50.1,-91.92,77.0,69,90,5.82,overcast clouds
595,te anau,NZ,-45.42,167.72,43.03,80,98,1.39,overcast clouds
596,deputatskiy,RU,69.3,139.9,32.2,96,100,3.98,overcast clouds
597,foumban,CM,5.73,10.9,63.21,99,100,2.59,overcast clouds
598,biak,ID,-0.91,122.88,74.25,69,0,3.33,clear sky
599,clemson,US,34.68,-82.84,84.0,69,1,3.36,clear sky
600,quesnel,CA,53.0,-122.5,66.2,37,1,3.36,clear sky
601,mana,GF,5.66,-53.78,80.78,80,19,10.18,few clouds
602,peleduy,RU,59.63,112.74,49.39,65,0,5.91,clear sky
603,korla,CN,41.76,86.15,75.94,34,0,2.71,clear sky
604,polson,US,47.69,-114.16,86.0,32,0,4.0,clear sky
605,florianopolis,BR,-27.61,-48.5,63.0,93,75,1.12,broken clouds
606,huarmey,PE,-10.07,-78.15,65.53,69,7,8.5,clear sky
607,murmashi,RU,68.82,32.81,57.2,100,40,4.47,scattered clouds
608,juba,SD,4.85,31.58,70.34,92,74,3.74,light rain
609,maceio,BR,-9.67,-35.74,73.4,83,20,4.7,few clouds
610,thunder bay,CA,48.4,-89.32,73.4,78,40,5.82,scattered clouds
611,bermeo,ES,43.42,-2.72,69.01,88,40,2.24,scattered clouds
612,ixtapa,MX,20.7,-105.2,89.6,66,20,4.7,few clouds
613,ucluelet,CA,48.93,-125.55,64.4,72,75,6.93,broken clouds
614,kathu,TH,7.92,98.33,82.0,94,20,1.12,few clouds
615,saint-pierre,PM,-21.34,55.48,64.4,72,7,5.82,clear sky
616,sitka,US,57.05,-135.33,57.2,87,90,4.7,overcast clouds
617,sungurlare,BG,42.77,26.78,71.6,78,5,4.7,clear sky
618,sigli,ID,5.38,95.96,78.87,79,98,2.77,light rain
619,carauari,BR,-4.88,-66.9,83.34,44,9,0.74,clear sky
620,aquiraz,BR,-3.9,-38.39,78.8,78,40,10.29,scattered clouds
621,tessalit,ML,20.2,1.01,90.36,39,93,15.82,overcast clouds
622,ayorou,NE,14.73,0.92,90.5,46,100,16.13,overcast clouds
623,consett,GB,54.85,-1.83,55.99,93,84,2.82,light rain
624,inyonga,TZ,-6.72,32.07,66.4,45,13,6.6,few clouds
625,comodoro rivadavia,AR,-45.87,-67.5,50.0,71,88,4.7,overcast clouds
626,viytivka,UA,48.43,29.54,65.52,56,0,6.78,clear sky
627,taicheng,CN,38.73,113.23,59.09,93,85,4.5,overcast clouds
628,suruc,TR,36.98,38.42,71.6,37,0,10.29,clear sky
629,marawi,SD,8.0,124.29,75.0,93,69,4.0,broken clouds
630,nadym,RU,65.53,72.52,49.86,88,8,11.74,clear sky
631,warragul,AU,-38.17,145.93,44.01,96,93,7.0,moderate rain
632,gobabis,NA,-22.45,18.97,57.38,39,0,9.84,clear sky
633,nerchinskiy zavod,RU,51.31,119.61,56.26,95,94,2.48,overcast clouds
634,bathurst,CA,-33.42,149.58,35.01,93,5,1.99,clear sky
635,rio gallegos,AR,-51.62,-69.22,41.0,41,20,23.04,few clouds
636,san miguel,PA,13.48,-88.18,78.8,100,75,4.7,broken clouds
637,erdenet,MN,49.03,104.08,45.82,89,0,2.95,clear sky
638,nuevo progreso,MX,23.17,-97.95,89.01,56,0,7.0,clear sky
639,kerrobert,CA,51.92,-109.13,80.6,21,20,3.36,few clouds
640,mazatlan,MX,23.22,-106.42,89.6,75,40,5.82,scattered clouds
641,asau,TV,46.43,26.4,64.99,88,24,3.22,few clouds
642,taywarah,AF,33.35,64.42,52.32,35,0,0.65,clear sky
643,matane,CA,48.83,-67.52,66.2,72,40,3.36,scattered clouds
644,vagur,FO,61.47,-6.81,49.98,74,17,13.73,few clouds
645,luwuk,ID,-0.95,122.79,74.66,65,1,3.2,clear sky
646,gurupa,BR,-1.41,-51.64,76.96,80,63,2.46,light rain
647,kyaikto,MM,17.3,97.02,75.7,90,100,3.8,light rain
648,corinto,NI,37.94,22.96,81.0,44,0,1.99,clear sky
649,qinzhou,CN,21.95,108.62,80.38,87,0,4.97,clear sky
650,friesoythe,DE,53.02,7.85,57.0,91,7,5.01,clear sky
651,gunnedah,AU,-30.98,150.25,41.0,86,0,4.7,clear sky
652,paredon,MX,16.03,-93.87,81.01,80,79,9.95,light rain
653,kidderminster,GB,52.39,-2.25,55.99,90,44,1.01,scattered clouds
654,salisbury,US,51.07,-1.8,59.0,82,92,9.17,overcast clouds
655,christchurch,NZ,-43.53,172.63,53.01,93,85,5.82,light rain
656,hanzhong,CN,33.07,107.03,65.08,87,100,1.99,overcast clouds
657,jiaocheng,CN,24.68,116.14,75.97,89,16,0.85,few clouds
658,grand-santi,GF,4.25,-54.38,75.02,88,57,2.44,light rain
659,irece,BR,-11.3,-41.86,73.42,60,20,16.17,few clouds
660,barranca,PE,-10.75,-77.77,62.82,75,10,7.63,clear sky
661,aswan,EG,24.09,32.91,85.37,24,0,6.11,clear sky
662,riwaka,NZ,-41.08,173.0,55.99,88,58,1.01,broken clouds
663,inzer,RU,54.22,57.56,46.31,89,3,0.29,clear sky
664,hami,CN,42.8,93.45,76.19,25,73,2.71,light rain
665,dakoro,NE,14.51,6.76,85.8,55,68,10.42,broken clouds
666,shelabolikha,RU,53.41,82.62,55.4,82,58,8.95,broken clouds
667,hobyo,SO,5.35,48.53,75.63,78,32,24.9,scattered clouds
668,kifri,IQ,34.7,44.97,79.59,24,0,8.28,clear sky
669,maldonado,UY,-34.67,-54.92,62.6,55,0,3.36,clear sky
670,kugulta,RU,45.36,42.39,62.6,45,3,4.47,clear sky
671,formosa,AR,-26.18,-58.18,77.0,31,19,9.17,few clouds
672,vero beach,US,27.64,-80.4,89.6,70,20,16.11,few clouds
673,tongliao,CN,43.61,122.27,67.66,94,100,8.5,light rain
674,belaya gora,RU,68.53,146.42,38.34,76,98,8.59,overcast clouds
675,westport,NZ,41.14,-73.36,84.0,65,1,11.41,clear sky
676,kuliyapitiya,LK,7.47,80.04,80.6,88,20,4.7,few clouds
677,sao jose de ribamar,BR,-2.56,-44.05,77.0,88,75,9.17,broken clouds
678,sao jose da coroa grande,BR,-8.9,-35.15,74.05,78,95,6.17,overcast clouds
679,berlevag,NO,70.86,29.09,59.0,87,40,5.82,scattered clouds
680,baykit,RU,61.67,96.37,50.54,87,0,1.99,clear sky
681,chalmette,US,29.94,-89.96,86.0,83,75,12.75,broken clouds
682,grand gaube,MU,-20.01,57.66,71.01,75,30,8.99,scattered clouds
683,bukachacha,RU,52.98,116.92,52.27,91,100,4.36,overcast clouds
684,geraldton,AU,-28.77,114.6,46.4,93,0,9.17,clear sky
685,kanpur,IN,26.47,80.35,78.8,94,75,5.46,mist
686,cascais,PT,38.7,-9.42,70.0,82,20,28.86,few clouds
687,svetlogorsk,RU,52.63,29.73,63.88,98,97,4.0,light rain
688,barahona,DO,18.21,-71.1,75.2,100,90,13.87,thunderstorm with rain
689,allschwil,CH,47.55,7.54,63.0,59,1,1.12,clear sky
690,bartica,GY,6.4,-58.62,75.2,94,40,6.93,thunderstorm with light rain
691,foz,ES,43.57,-7.25,60.01,1,1,3.24,clear sky
692,bam,IR,29.11,58.36,90.39,25,74,4.47,broken clouds
693,port macquarie,AU,-31.43,152.92,53.01,55,0,1.01,clear sky
